id,text,primary_emotion,secondary_emotion,teccr_context
2258,நம்பிக்கை இருந்தாலும் உள்ளுக்குள் அச்சம் மேலோங்கியது,Fear,Despair,Overpowered hope
2259,எதிர்காலம் மங்கலாகத் தோன்றியதால் மனம் சோர்ந்தது,Fear,Despair,Blurred future dread
2260,பொறுப்புகள் அதிகரிக்கும் எண்ணமே பயத்தை அதிகரித்தது,Fear,Frustration,Responsibility pressure
2261,சில செய்திகள் கேட்டதும் உடலே பதறிய அனுபவம்,Fear,Frustration,Threat perception
2262,நாளை என்ன நடக்கும் என்ற கேள்வி மனதை விடாமல் தொடர்ந்தது,Fear,Frustration,Unresolved anticipation
2263,முயற்சி போதாதோ என்ற எண்ணம் பயத்தை ஊட்டியது,Fear,Despair,Inadequacy fear
2264,நிலைமை மேம்படாது என்ற பயம் உள்ளுக்குள் ஆழமடைந்தது,Fear,Despair,Hopeless outlook
2265,திடீர் மாற்றங்களை எதிர்கொள்ளும் சக்தி குறைவதாக உணர்ந்தேன்,Fear,Despair,Low coping confidence
2266,எண்ணங்கள் ஒரே பயச்சுழலில் சிக்கியிருந்தது,Fear,Frustration,Persistent anxiety
2267,எதிர்காலம் குறித்து நினைத்தாலே மனம் பதறியது,Fear,Frustration,Future anxiety
2268,நம்பிக்கையை பிடித்துக்கொண்டே பயத்தை சமாளிக்க முயன்றேன்,Fear,Hope,Resilient anticipation
2269,நாளை எதிர்கொள்ளும் துணிச்சல் குறைந்ததாக தோன்றியது,Fear,Despair,Confidence erosion
2270,சூழ்நிலைகள் மீண்டும் மோசமாகுமோ என்ற அச்சம்,Fear,Frustration,Recurring threat fear
2271,எதையும் திட்டமிட முடியாத நிலை பயத்தை அதிகரித்தது,Fear,Frustration,Planning paralysis
2272,உறுதி இல்லாத சூழல் மனதை தொடர்ந்து கலக்கியது,Fear,Frustration,Ambiguity stress
2273,எதிர்காலம் கையில் இல்லாதது போல தோன்றியது,Fear,Despair,Powerlessness fear
2274,நாளை பற்றி சிந்திக்கவே மனம் தயங்கியது,Fear,Frustration,Future avoidance
2275,மாற்றம் வரும் என்ற எண்ணமே பயத்தை உருவாக்கியது,Fear,Frustration,Transition anxiety
2276,நம்பிக்கை இருந்தாலும் முடிவு பயமூட்டியது,Fear,Despair,Hope conflict
2277,சில சூழ்நிலைகள் மீண்டும் வருமோ என்ற அச்சம்,Fear,Frustration,Memory linked fear
2278,நிலைமை கட்டுப்பாட்டை மீறிவிடும் போல தோன்றியது,Fear,Despair,Overwhelmed fear
2279,முயற்சிகள் வீணாகிவிடுமோ என்ற பயம்,Fear,Despair,Futility anxiety
2280,எதிர்காலம் பற்றிய பதில் இல்லாத கேள்விகள்,Fear,Despair,Unanswered worries
2281,சொன்ன கருத்து மதிக்கப்படாத அனுபவம் கோபத்தை தூண்டியது,Anger,Frustration,Ignored voice
2282,மரியாதையற்ற அணுகுமுறை மனதை கடுமையாக சீண்டியது,Anger,Frustration,Respect violation
2283,மீண்டும் மீண்டும் பொறுப்பை தள்ளிவிடும் நடைமுறை எரிச்சல் தந்தது,Anger,Frustration,Avoidance irritation
2284,நியாயமற்ற முடிவுகள் மனதை கொதிக்க வைத்தன,Anger,Frustration,Perceived injustice
2285,அமைதியாக இருந்ததை பலவீனமாக எடுத்துக்கொண்டார்கள்,Anger,Frustration,Assertiveness misread
2286,வாக்குறுதிகள் நிறைவேறாததால் கோபம் அதிகரித்தது,Anger,Frustration,Broken trust
2287,சிலர் திட்டமிட்டு அலட்சியம் செய்வது கடுப்பை உண்டாக்கியது,Anger,Frustration,Intentional neglect
2288,நேரத்தை மதிக்காத நடத்தை மனதை எரிச்சலாக்கியது,Anger,Frustration,Time disrespect
2289,சொல்லியும் புரியாத நிலை கோபத்தை சேர்த்தது,Anger,Frustration,Communication failure
2290,முகத்தில் சிரிப்பு உள்ளுக்குள் கடும் எரிச்சல் மறைந்தது,Anger,Sarcasm,Surface politeness
